DATE,USD,JPY,CNY,SGD,MYR,HKD,PHP,IDR,AUD,VND
11/10/1962,30.4241,28.1668,4.2813,22.1361,7.2705,3.8802,0.5909,2.1672,20.5643,0.1312
15/10/1962,30.3935,28.0456,4.2984,22.2063,7.2621,3.8753,0.5904,2.1659,20.5793,0.131
16/10/1962,30.4073,27.9861,4.2873,22.1688,7.2533,3.8766,0.5893,2.1585,20.4711,0.1311
17/10/1962,30.3634,27.9107,4.2765,22.1728,7.2495,3.872,0.5906,2.1584,20.5793,0.1309
18/10/1962,30.2942,27.8845,4.2799,22.2041,7.2435,3.8632,0.5909,2.159,20.6804,0.1306
21/10/1962,30.2763,27.905,4.2807,22.2134,7.2388,3.8619,0.592,2.1602,20.7459,0.1305
22/10/1962,30.2786,27.8651,4.2817,22.2505,7.2428,3.8614,0.5932,2.1668,20.7922,0.1305
24/10/1962,30.2807,27.8784,4.2861,22.2371,7.2368,3.8642,0.594,2.1758,20.7155,0.1305
25/10/1962,30.2344,27.8329,4.2775,22.1755,7.2242,3.8589,0.591,2.1624,20.6076,0.1303
28/10/1962,30.2115,27.7824,4.2792,22.1664,7.2202,3.8546,0.5913,2.1706,20.5805,0.1302
29/10/1962,30.228,27.7395,4.2804,22.1833,7.2286,3.8569,0.5929,2.1682,20.6686,0.1303
30/10/1962,30.223,27.7621,4.277,22.1855,7.2245,3.8562,0.593,2.1715,20.7364,0.1303
31/10/1962,30.1829,27.7696,4.2839,22.1843,7.2274,3.8529,0.595,2.1693,20.868,0.1301
1/11/1962,30.1653,27.9331,4.2812,22.1903,7.2248,3.8497,0.595,2.1661,20.7959,0.1301
4/11/1962,30.1671,27.8671,4.2874,22.2332,7.2611,3.8493,0.5976,2.1722,20.8297,0.1301
5/11/1962,30.2056,27.7806,4.2992,22.2319,7.2792,3.8546,0.5986,2.1719,20.782,0.1302
6/11/1962,30.2531,27.7422,4.3198,22.2777,7.3185,3.8634,0.6,2.1802,20.8418,0.1304
7/11/1962,30.3122,27.8576,4.3241,22.2944,7.3159,3.8746,0.6004,2.1745,20.812,0.1307
8/11/1962,30.4076,27.8364,4.3566,22.3878,7.365,3.888,0.6031,2.1841,20.9216,0.1311
11/11/1962,30.3534,27.8254,4.3395,22.3152,7.3349,3.8774,0.6006,2.1751,20.7897,0.1309
12/11/1962,30.339,27.8059,4.3298,22.2993,7.3244,3.8766,0.5981,2.1737,20.7505,0.1308
13/11/1962,30.3144,27.8076,4.3185,22.2553,7.3008,3.8728,0.5968,2.1684,20.7353,0.1307
14/11/1962,30.226,27.7865,4.3052,22.1792,7.2712,3.8622,0.5952,2.1597,20.5595,0.1303
15/11/1962,30.1981,27.8126,4.307,22.1924,7.2799,3.8588,0.5974,2.1615,20.5113,0.1302
18/11/1962,30.2489,27.7966,4.3137,22.2322,7.2856,3.8641,0.5986,2.1648,20.5877,0.1304
19/11/1962,30.196,27.809,4.2951,22.1894,7.2579,3.8586,0.5956,2.1634,20.4913,0.1302
20/11/1962,30.184,27.8179,4.293,22.1742,7.2563,3.8568,0.5933,2.1596,20.5587,0.1301
21/11/1962,30.1914,27.8467,4.2861,22.1618,7.2337,3.8579,0.5931,2.1609,20.4851,0.1302
22/11/1962,30.2103,27.803,4.2944,22.1793,7.2502,3.8621,0.5959,2.1639,20.5017,0.1303
25/11/1962,30.2068,27.7648,4.2942,22.1512,7.234,3.8608,0.5953,2.1595,20.5084,0.1303
26/11/1962,30.233,27.7305,4.2996,22.1534,7.2325,3.8638,0.5972,2.1667,20.4735,0.1303
27/11/1962,30.2264,27.7018,4.3005,22.1452,7.2322,3.8622,0.5954,2.166,20.4997,0.1304
28/11/1962,30.2404,27.6456,4.3042,22.1437,7.2484,3.8636,0.5959,2.1626,20.456,0.1304
29/11/1962,30.2264,27.6103,4.2984,22.1314,7.2453,3.8622,0.5964,2.1601,20.445,0.1303
2/12/1962,30.2226,27.5561,4.2979,22.1018,7.2358,3.8621,0.5954,2.1569,20.4408,0.1304
3/12/1962,30.2745,27.7465,4.2995,22.1608,7.2549,3.8675,0.5935,2.1613,20.6314,0.1307
4/12/1962,30.284,27.8982,4.2844,22.1986,7.2468,3.8696,0.5934,2.159,20.6826,0.1307
6/12/1962,30.3527,27.9147,4.3072,22.3134,7.2889,3.8777,0.5985,2.1767,20.7406,0.1311
9/12/1962,30.3476,27.9471,4.3136,22.3097,7.2932,3.8779,0.5976,2.1855,20.7195,0.131
11/12/1962,30.3014,27.8711,4.307,22.296,7.2825,3.8752,0.5979,2.1744,20.6389,0.1308
12/12/1962,30.2024,27.8318,4.2945,22.2689,7.2723,3.8711,0.5959,2.1645,20.7731,0.1303
13/12/1962,30.1746,27.5546,4.3273,22.3189,7.29,3.8681,0.5974,2.1746,20.8763,0.1303
16/12/1962,30.202,27.6106,4.3172,22.3002,7.296,3.8764,0.5972,2.1699,20.7571,0.1304
17/12/1962,30.228,27.5936,4.3205,22.311,7.2995,3.8816,0.5982,2.1692,20.7375,0.1305
18/12/1962,30.2419,27.6308,4.318,22.3114,7.3012,3.886,0.5985,2.1741,20.7017,0.1305
19/12/1962,30.2193,27.577,4.3171,22.2957,7.2994,3.8806,0.598,2.1744,20.7522,0.1304
20/12/1962,30.1981,27.6232,4.3094,22.2839,7.2951,3.874,0.5972,2.1788,20.8067,0.1304
23/12/1962,30.1837,27.5834,4.3071,22.2655,7.2911,3.8736,0.5953,2.1761,20.824,0.1303
24/12/1962,30.173,27.5875,4.3043,22.2589,7.2881,3.875,0.5939,2.1754,20.8654,0.1302
25/12/1962,30.1582,27.5636,4.3053,22.2592,7.2927,3.873,0.594,2.1787,20.8356,0.1301
26/12/1962,30.1595,27.5392,4.3147,22.2664,7.2915,3.873,0.595,2.1734,20.8703,0.1301
27/12/1962,30.1651,27.5589,4.312,22.2843,7.3032,3.8741,0.5943,2.1764,20.9516,0.1302
30/12/1962,30.154,27.594,4.3147,22.3245,7.3222,3.8732,0.5946,2.1732,21.0492,0.1302
2/1/1963,30.1071,27.6996,4.3223,22.379,7.3637,3.865,0.5957,2.1797,21.0963,0.13
3/1/1963,30.151,27.8563,4.3284,22.372,7.3671,3.8738,0.5944,2.1817,21.0212,0.1301
6/1/1963,30.1513,27.912,4.3272,22.3395,7.3423,3.8778,0.5901,2.1748,20.9263,0.1301
7/1/1963,30.1481,27.8065,4.3284,22.3527,7.3554,3.8804,0.5925,2.1786,20.8759,0.1301
8/1/1963,30.2832,28.003,4.3563,22.416,7.3715,3.897,0.593,2.1907,20.7877,0.1307
9/1/1963,30.2986,27.7396,4.3687,22.448,7.4083,3.8985,0.5998,2.1995,20.8064,0.1308
10/1/1963,30.2698,27.6304,4.3656,22.4103,7.4114,3.8992,0.598,2.2045,20.7537,0.1307
13/1/1963,30.1919,27.5473,4.3706,22.4159,7.4295,3.8892,0.599,2.2165,20.8439,0.1303
14/1/1963,30.2578,27.4878,4.397,22.474,7.4549,3.8942,0.6004,2.2258,20.8424,0.1306
15/1/1963,30.2598,27.5281,4.3904,22.4596,7.4198,3.8922,0.5982,2.2225,20.8624,0.1306
16/1/1963,30.2818,27.5392,4.3953,22.4973,7.4456,3.8999,0.598,2.2274,20.9064,0.1307
17/1/1963,30.4533,27.6499,4.4312,22.6202,7.4976,3.9225,0.5991,2.2413,20.9902,0.1314
20/1/1963,30.3986,27.5934,4.4336,22.5717,7.497,3.918,0.5981,2.24,20.9014,0.1312
21/1/1963,30.3611,27.5957,4.4081,22.5176,7.469,3.9094,0.596,2.2378,20.8344,0.1311
22/1/1963,30.3985,27.6477,4.4002,22.5191,7.4584,3.916,0.5971,2.2401,20.7813,0.1312
23/1/1963,30.4445,27.7766,4.3984,22.5722,7.4872,3.9206,0.5979,2.2449,20.8979,0.1314
24/1/1963,30.5098,27.8616,4.3985,22.5984,7.5002,3.9267,0.5992,2.2564,20.8839,0.1317
27/1/1963,30.6592,28.1253,4.4126,22.6466,7.545,3.9464,0.6037,2.2658,20.8691,0.1323
28/1/1963,30.7747,28.2472,4.4227,22.6711,7.5423,3.9578,0.6063,2.2705,20.782,0.1328
29/1/1963,30.8701,28.2865,4.4434,22.7394,7.5679,3.9734,0.6084,2.2747,20.873,0.1332
30/1/1963,31.1639,28.615,4.4751,22.8665,7.6271,4.013,0.6124,2.2936,20.9812,0.1345
31/1/1963,31.1307,28.5475,4.4743,22.863,7.6192,4.0075,0.6116,2.2876,20.8837,0.1343
3/2/1963,31.1832,28.7361,4.4551,22.81,7.5935,4.0185,0.6133,2.2804,20.8786,0.1343
4/2/1963,31.0189,28.5414,4.427,22.6264,7.5362,3.9973,0.611,2.2747,20.7718,0.1334
5/2/1963,31.0926,28.4187,4.4404,22.5729,7.5528,4.0075,0.6119,2.2764,20.9172,0.1338
6/2/1963,31.082,28.3008,4.46,22.4501,7.5439,4.008,0.6121,2.2815,20.9945,0.1339
7/2/1963,31.1791,28.3838,4.4688,22.504,7.5489,4.018,0.6141,2.2902,20.9409,0.1343
11/2/1963,31.2069,28.411,4.4736,22.4906,7.541,4.0221,0.6155,2.2883,20.9146,0.1342
12/2/1963,31.1666,28.3736,4.474,22.4807,7.5442,4.0154,0.617,2.2887,20.9643,0.1341
13/2/1963,31.1506,28.3474,4.4645,22.4474,7.5257,4.0109,0.6163,2.2857,20.9208,0.134
14/2/1963,31.1532,28.3758,4.4626,22.4179,7.5235,4.0144,0.6184,2.2837,20.9204,0.1341
17/2/1963,31.1749,28.395,4.4668,22.424,7.5353,4.0168,0.6178,2.2855,20.9498,0.1342
18/2/1963,31.2205,28.4536,4.4663,22.4531,7.5285,4.0224,0.6179,2.2922,20.8949,0.1344
19/2/1963,31.1894,28.3621,4.4536,22.4091,7.5034,4.0158,0.6174,2.2879,20.8444,0.1342
20/2/1963,31.3077,28.1237,4.4617,22.3827,7.4946,4.0308,0.6188,2.2883,20.8155,0.1348
21/2/1963,31.59,28.2089,4.4903,22.56,7.5387,4.0606,0.6229,2.3067,20.8575,0.136
24/2/1963,31.7275,28.4375,4.508,22.6391,7.5245,4.074,0.6229,2.2997,20.9501,0.1365
25/2/1963,31.6443,28.5372,4.5084,22.6563,7.5021,4.0648,0.621,2.287,20.9148,0.1361
26/2/1963,31.8486,28.8894,4.5356,22.7599,7.5155,4.0893,0.6232,2.2914,20.9833,0.1369
27/2/1963,31.814,28.8528,4.5308,22.7762,7.5449,4.0837,0.6241,2.2865,20.8398,0.1369
28/2/1963,31.6225,28.9704,4.5111,22.6451,7.5016,4.0565,0.6221,2.2442,20.7032,0.1361
2/3/1963,31.3965,29.0664,4.5013,22.5855,7.4733,4.0344,0.6182,2.1876,20.4774,0.1351
3/3/1963,31.5024,29.1727,4.5203,22.6501,7.4954,4.0485,0.6215,2.2214,20.554,0.1356
4/3/1963,31.3779,29.2483,4.5194,22.6188,7.5004,4.0406,0.6187,2.2192,20.7024,0.1351
5/3/1963,31.4368,29.2822,4.533,22.6902,7.5452,4.0474,0.621,2.2265,20.7918,0.1355
6/3/1963,31.5891,29.8166,4.5438,22.8186,7.5554,4.0655,0.6232,2.2236,20.8495,0.1361
9/3/1963,31.4907,30.6277,4.541,22.7829,7.4907,4.0549,0.6222,2.1994,20.5623,0.1357
10/3/1963,31.4158,30.3045,4.5257,22.6812,7.4337,4.0454,0.6229,2.1944,20.6392,0.1356
11/3/1963,31.4845,30.0486,4.5255,22.645,7.4304,4.0546,0.6239,2.2043,20.4782,0.1359
12/3/1963,31.5474,30.4177,4.5219,22.5653,7.423,4.0621,0.6211,2.1855,20.3839,0.1361
13/3/1963,31.9309,30.3393,4.5542,22.6434,7.4494,4.1099,0.6246,2.1719,20.095,0.1377
16/3/1963,31.956,29.9124,4.56,22.5311,7.4404,4.1195,0.6256,2.1592,19.6529,0.1377
17/3/1963,32.1331,30.134,4.5886,22.6276,7.4368,4.1386,0.6234,2.1516,19.6279,0.1384
18/3/1963,32.3026,30.1445,4.599,22.6075,7.4139,4.1626,0.6296,2.1342,19.3818,0.139
19/3/1963,32.6329,29.9623,4.6085,22.5297,7.4251,4.2054,0.6376,2.1088,18.4341,0.1402
20/3/1963,32.5161,29.4885,4.581,22.4346,7.3928,4.191,0.638,2.0366,19.0316,0.1389
23/3/1963,32.9394,29.8983,4.6299,22.6126,7.4319,4.2493,0.6439,2.0009,18.9553,0.1404
24/3/1963,32.8736,29.7823,4.6353,22.5925,7.4202,4.2407,0.6446,1.9991,19.4604,0.1397
25/3/1963,32.8379,29.5677,4.6424,22.6887,7.4464,4.2375,0.6449,1.9972,19.6517,0.1393
26/3/1963,32.7882,29.6301,4.6073,22.6362,7.4937,4.2304,0.6433,2.016,19.3736,0.1389
27/3/1963,32.4561,29.8835,4.5849,22.7041,7.5762,4.1874,0.6403,2.0196,19.7391,0.1374
30/3/1963,32.647,30.3417,4.5969,22.8797,7.5125,4.214,0.6396,2.0165,20.05,0.1382
31/3/1963,32.6712,30.108,4.6026,22.9416,7.5813,4.2164,0.643,2.0137,20.1546,0.1382
1/4/1963,32.8852,30.5705,4.6372,23.0737,7.6211,4.2449,0.6473,2.0142,20.1078,0.1393
2/4/1963,33.0903,30.8027,4.6514,23.0707,7.5642,4.2741,0.6513,2.0089,20.1363,0.1403
3/4/1963,32.9039,30.475,4.6367,22.9875,7.55,4.2457,0.65,2.0084,19.936,0.1395
7/4/1963,32.8187,30.1466,4.6343,22.9586,7.5521,4.2378,0.6488,2.0108,20.091,0.14
8/4/1963,32.8125,30.1602,4.6455,23.0016,7.5409,4.2348,0.6493,2.0315,20.1406,0.1399
9/4/1963,32.776,30.0868,4.6381,23.0005,7.5577,4.2297,0.6492,2.0391,20.4028,0.1391
10/4/1963,32.6857,30.1242,4.6408,23.0992,7.5754,4.2187,0.6482,2.0673,20.6644,0.1392
13/4/1963,32.7431,30.3025,4.6467,23.1213,7.5805,4.2253,0.6483,2.0837,20.7493,0.1397
14/4/1963,32.7534,30.4421,4.6505,23.153,7.577,4.2271,0.6482,2.0983,20.9922,0.1398
15/4/1963,32.6179,30.4483,4.6228,23.0559,7.5325,4.2118,0.645,2.0914,20.8651,0.139
16/4/1963,32.7085,30.3668,4.6233,22.9237,7.4913,4.2204,0.6448,2.0999,20.5884,0.1395
17/4/1963,32.5173,30.1824,4.5979,22.8556,7.4589,4.198,0.6405,2.1005,20.6631,0.1387
20/4/1963,32.493,30.1416,4.5919,22.835,7.4177,4.1961,0.6394,2.1091,20.6186,0.1387
21/4/1963,32.5571,30.2481,4.5929,22.8485,7.4217,4.2015,0.6418,2.1058,20.5317,0.1388
22/4/1963,32.4994,30.1677,4.5824,22.74,7.3963,4.1957,0.6401,2.1005,20.4992,0.1385
23/4/1963,32.3449,30.0271,4.5622,22.675,7.4207,4.1757,0.639,2.0948,20.4302,0.1378
24/4/1963,32.4311,30.1223,4.5771,22.7404,7.4313,4.1856,0.6401,2.105,20.5866,0.1381
27/4/1963,32.46,30.2199,4.5855,22.8457,7.4525,4.1917,0.6406,2.1139,20.8661,0.1381
28/4/1963,32.492,30.2962,4.5857,22.8862,7.4485,4.1942,0.6422,2.1129,20.971,0.1385
29/4/1963,32.4251,30.4104,4.5811,22.9137,7.4419,4.1855,0.6415,2.1189,21.1418,0.1383
30/4/1963,32.3781,30.3622,4.585,22.9536,7.4899,4.179,0.6434,2.1418,21.1853,0.1382
5/5/1963,32.3794,30.3768,4.5674,22.8922,7.5119,4.1766,0.6409,2.1595,20.88,0.1381
7/5/1963,32.446,30.5226,4.5678,22.8505,7.5036,4.1888,0.6422,2.1674,20.8069,0.1385
8/5/1963,32.2756,30.3595,4.5578,22.8579,7.4875,4.1652,0.64,2.1669,21.05,0.1378
11/5/1963,32.165,30.0741,4.5411,22.779,7.4239,4.1505,0.6396,2.1643,21.0384,0.1376
12/5/1963,32.1648,29.9339,4.5292,22.6813,7.4081,4.1502,0.6399,2.1672,20.7896,0.1379
13/5/1963,32.0766,29.9262,4.5227,22.6339,7.3994,4.1405,0.6387,2.1678,20.7584,0.1375
14/5/1963,32.0917,30.0232,4.5199,22.6017,7.4032,4.1415,0.6383,2.1703,20.6536,0.1375
15/5/1963,32.0831,29.9096,4.5137,22.5319,7.3821,4.1396,0.6356,2.1692,20.7102,0.1373
18/5/1963,32.0469,29.8988,4.5018,22.4882,7.359,4.1363,0.6325,2.1753,20.6321,0.1372
19/5/1963,31.9403,29.7415,4.4913,22.5244,7.3478,4.1233,0.6298,2.1659,20.822,0.1369
20/5/1963,31.8824,29.5781,4.4905,22.519,7.3246,4.1151,0.6299,2.1692,20.8739,0.1369
21/5/1963,31.8558,29.5856,4.4843,22.5178,7.3265,4.112,0.6308,2.1762,20.9078,0.1369
22/5/1963,31.8665,29.6249,4.4685,22.4456,7.3154,4.1104,0.6288,2.1803,20.8547,0.1369
25/5/1963,31.9514,29.6744,4.4726,22.4165,7.3255,4.1214,0.6302,2.1834,20.8638,0.1373
26/5/1963,31.919,29.6005,4.4747,22.4522,7.3169,4.1185,0.6306,2.1771,20.9613,0.137
27/5/1963,31.8807,29.6386,4.4589,22.4944,7.3245,4.1134,0.6313,2.1782,21.1739,0.1367
28/5/1963,31.8806,29.5686,4.4459,22.4706,7.3223,4.1138,0.6294,2.1775,21.0994,0.1367
29/5/1963,31.845,29.6481,4.4492,22.4988,7.3216,4.1086,0.6299,2.182,21.1263,0.1367
1/6/1963,31.7433,29.5035,4.4532,22.5538,7.3408,4.0995,0.6305,2.18,21.3315,0.1364
2/6/1963,31.6022,29.3437,4.437,22.4801,7.3609,4.0808,0.6295,2.1879,21.4546,0.1359
4/6/1963,31.6129,29.0182,4.4399,22.591,7.4036,4.0821,0.6333,2.2484,21.8192,0.1359
5/6/1963,31.5064,28.8619,4.4389,22.5848,7.3864,4.0678,0.6321,2.2614,21.9191,0.1355
8/6/1963,31.4865,28.7641,4.449,22.6093,7.3793,4.0652,0.6322,2.2817,21.9658,0.1354
9/6/1963,31.3794,29.0319,4.4357,22.5728,7.3655,4.0491,0.6291,2.2672,21.8815,0.1349
10/6/1963,31.2252,29.0159,4.4184,22.5087,7.3157,4.0327,0.6265,2.247,21.752,0.1346
11/6/1963,30.9513,28.9284,4.3849,22.3473,7.2923,3.9983,0.6219,2.223,21.5345,0.1334
12/6/1963,31.075,29.0544,4.3906,22.3313,7.2811,4.0108,0.6195,2.2037,21.2365,0.1339
15/6/1963,31.0116,28.9269,4.3766,22.241,7.2517,4.0054,0.617,2.2072,21.1455,0.1337
16/6/1963,31.0598,28.9225,4.3922,22.3518,7.2797,4.0121,0.6196,2.2105,21.5382,0.1338
17/6/1963,31.1546,29.0437,4.3975,22.3535,7.2868,4.0228,0.6219,2.2197,21.4246,0.1342
18/6/1963,31.1377,29.1391,4.3976,22.3546,7.2793,4.02,0.6232,2.2206,21.3752,0.1342
19/6/1963,31.0323,29.0194,4.3849,22.2633,7.2526,4.0053,0.6199,2.2022,21.2716,0.1337
22/6/1963,30.9956,28.9998,4.3831,22.2028,7.25,4.003,0.62,2.2,21.2243,0.1335
23/6/1963,30.9917,28.9637,4.3817,22.2397,7.2476,4.001,0.6186,2.195,21.3817,0.1335
24/6/1963,30.8674,28.9736,4.3726,22.2407,7.2233,3.9855,0.6173,2.1844,21.4251,0.133
25/6/1963,30.8859,28.8322,4.3639,22.1913,7.2189,3.9878,0.618,2.1976,21.2137,0.1331
26/6/1963,30.8985,28.8376,4.3668,22.2197,7.2157,3.9876,0.6195,2.1853,21.2571,0.1332
29/6/1963,30.9055,28.8297,4.3697,22.1966,7.2071,3.9894,0.6203,2.1814,21.2459,0.1332
30/6/1963,30.8905,28.6823,4.3677,22.1669,7.2136,3.9876,0.621,2.1774,21.2188,0.1332
1/7/1963,30.9536,28.7161,4.3844,22.2163,7.2305,3.9966,0.622,2.1747,21.3751,0.1334
2/7/1963,31.0538,28.8932,4.3969,22.2936,7.2474,4.0085,0.6239,2.174,21.4774,0.1338
3/7/1963,31.1152,28.9391,4.4054,22.3122,7.2603,4.0154,0.6274,2.1627,21.5438,0.1341
7/7/1963,31.0815,28.9419,4.4306,22.3316,7.2778,4.0123,0.6293,2.1638,21.6425,0.134
8/7/1963,31.2838,29.077,4.4605,22.425,7.3115,4.04,0.6318,2.1748,21.7112,0.1349
9/7/1963,31.1613,29.0504,4.4576,22.4059,7.3102,4.0242,0.6307,2.1718,21.7505,0.1344
10/7/1963,31.3001,29.2727,4.4707,22.464,7.3324,4.0398,0.6334,2.178,21.7326,0.135
13/7/1963,31.2979,29.2848,4.4734,22.5382,7.3481,4.039,0.634,2.1744,21.7972,0.135
14/7/1963,31.4983,29.3858,4.4982,22.6194,7.379,4.0664,0.6362,2.1863,21.8266,0.1359
15/7/1963,31.5112,29.3919,4.5031,22.6683,7.392,4.0681,0.638,2.1763,22.039,0.1359
16/7/1963,31.6696,29.6014,4.5291,22.7626,7.424,4.0888,0.6406,2.1773,22.1257,0.1366
17/7/1963,31.7109,29.5791,4.5368,22.7883,7.4299,4.0916,0.6414,2.1684,22.1286,0.1368
20/7/1963,31.7889,29.6242,4.5499,22.8641,7.4588,4.1039,0.6442,2.1643,22.1835,0.1371
21/7/1963,31.7384,29.6059,4.5444,22.8538,7.4505,4.0984,0.6452,2.1603,22.3143,0.1369
22/7/1963,31.5762,29.5625,4.5292,22.8255,7.4276,4.0759,0.641,2.1586,22.5266,0.1362
23/7/1963,31.6385,29.5337,4.5184,22.8578,7.4439,4.0847,0.6412,2.1741,22.5906,0.1365
24/7/1963,31.7256,29.7854,4.5269,22.9146,7.4519,4.0925,0.643,2.1854,22.5397,0.1369
29/7/1963,31.5055,29.9731,4.4981,22.8642,7.4157,4.0675,0.6409,2.1748,22.5588,0.1359
30/7/1963,31.4145,29.9044,4.4924,22.8531,7.4062,4.0575,0.6409,2.1624,22.5281,0.1356
31/7/1963,31.2596,29.9611,4.4718,22.822,7.377,4.0347,0.6372,2.1519,22.5343,0.1349
3/8/1963,31.2288,29.4887,4.4769,22.7093,7.3709,4.0306,0.6363,2.147,22.2716,0.1348
4/8/1963,31.1381,29.3524,4.462,22.6393,7.3853,4.0188,0.6355,2.1385,22.1711,0.1344
5/8/1963,31.0224,29.3896,4.4566,22.6236,7.3731,4.0068,0.633,2.1388,22.2765,0.1339
6/8/1963,31.0442,29.4131,4.4731,22.6773,7.4125,4.0082,0.6336,2.1422,22.3357,0.134
7/8/1963,31.1598,29.5205,4.4792,22.743,7.4377,4.021,0.6359,2.1412,22.4744,0.1345
10/8/1963,31.1718,29.4719,4.476,22.7214,7.4325,4.0267,0.6361,2.14,22.3464,0.1345
11/8/1963,31.1116,29.33,4.4759,22.6585,7.4076,4.014,0.635,2.1261,22.2722,0.1343
13/8/1963,31.0493,29.1152,4.4832,22.6534,7.416,4.01,0.6356,2.1083,22.2739,0.134
14/8/1963,31.0575,29.0552,4.4749,22.6295,7.4034,4.0086,0.6367,2.102,22.1826,0.1341
17/8/1963,31.1322,29.2245,4.4881,22.7321,7.4371,4.0199,0.6404,2.1127,22.3537,0.1344
18/8/1963,31.1604,29.4851,4.5035,22.8039,7.4446,4.0219,0.642,2.1109,22.4897,0.1345
19/8/1963,31.183,29.5931,4.513,22.8584,7.4614,4.0274,0.6432,2.1136,22.5943,0.1346
20/8/1963,31.3779,29.5964,4.541,22.9095,7.5239,4.0517,0.646,2.1267,22.5118,0.1354
21/8/1963,31.4408,29.7741,4.5584,23.0113,7.5319,4.0579,0.6472,2.1356,22.6294,0.1357
24/8/1963,31.5529,29.8428,4.5662,23.02,7.5516,4.0757,0.6498,2.1465,22.6227,0.1362
25/8/1963,31.4825,29.7229,4.5615,22.9916,7.5473,4.0633,0.6494,2.1603,22.5951,0.1359
26/8/1963,31.3904,29.5118,4.5534,22.9535,7.5313,4.0527,0.6481,2.1524,22.5887,0.1355
27/8/1963,31.2631,29.5118,4.548,22.9013,7.4986,4.0356,0.644,2.1342,22.6232,0.1349
28/8/1963,31.2459,29.3229,4.5498,22.9052,7.4874,4.0333,0.6451,2.1356,22.7307,0.1349
31/8/1963,31.0874,29.4723,4.542,22.8899,7.4664,4.0133,0.6433,2.1384,22.8659,0.1341
1/9/1963,31.0172,29.3614,4.5472,22.8503,7.4753,4.0062,0.6413,2.1298,22.9332,0.1339
2/9/1963,31.2254,29.4638,4.5772,22.9471,7.5276,4.0319,0.6433,2.1332,22.9571,0.1348
3/9/1963,31.3424,29.5167,4.592,23.0022,7.569,4.0455,0.6463,2.1217,22.9265,0.1353
8/9/1963,31.404,29.5673,4.6012,22.9759,7.5412,4.0545,0.6464,2.1305,22.8653,0.1356
9/9/1963,31.3909,29.6497,4.5889,22.9059,7.5236,4.0545,0.6465,2.1272,22.6645,0.1355
10/9/1963,31.286,29.4944,4.5816,22.8897,7.5165,4.0402,0.6442,2.1155,22.7407,0.135
11/9/1963,31.3124,29.5117,4.5874,22.8997,7.5264,4.0421,0.6455,2.1091,22.7744,0.1351
14/9/1963,31.2879,29.5073,4.5836,22.906,7.5416,4.0382,0.6456,2.1091,22.7704,0.135
15/9/1963,31.2417,29.5804,4.6052,22.9396,7.55,4.0337,0.6461,2.109,22.7939,0.1348
16/9/1963,31.1783,29.6261,4.6087,22.9306,7.5501,4.0267,0.6454,2.1046,22.7906,0.1346
17/9/1963,31.1836,29.704,4.6121,22.9181,7.5309,4.0263,0.6441,2.107,22.6738,0.1346
18/9/1963,31.1301,29.7397,4.6117,22.9551,7.5434,4.0171,0.6435,2.1139,22.7642,0.1343
21/9/1963,31.0447,29.777,4.5976,22.9004,7.5502,4.0088,0.6418,2.1151,22.668,0.1339